,Tube_ID,row_counter,Lake_name,Invasion_category,Sample_type,Sample_origin,Collected_year,Collected_month_number,Littoral_zoobenthic_macroinvert_community_sample,Transect,Lat,Long,Sample_depth,Total_count,Vial_count,Functional_feeding_group,Method_of_take,real.name,Functional_group,Common_name,Scientific_name,Total_length_mm,Weight_g,Tube_box,Tube_size_ml,Preservative,Isotope_sample_weight_mg,Davis_ID_long,d13C,Total.C..µg.,d15N,Total.N..µg.,Type.of.Material,Sample.Weight..mg..from.Sample.List,Internal.ID,Lake_max_depth_m,Lake_surface_elev_m,Current_conversion,Secchi_m,Surface_area_ha,n,d13C_baseline,d13C_base_se,d15N_baseline,d15N_base_se,d13C_corr,d15N_corr,Lake_elevation,Lake_area,Lake_depth,Collected_date,Collected_month_name_long,Collected_month_name_short,Collected_time,Depth,Total._count,Remove.from.case,Approx.weight.of.tube..g.,Notes1,Notes2,Wet.weight.tube..g.,In_oven_date,Oven_temp_C,Test1.date,Test1.weight.tube..g.,Test2.date,Test2.weight.tube..g.,Daily.change,Test.3.date,Test.3.weight..g.,Daily.change.1,Out_oven_date,Dry_time_h,Est.pre.powder.dry.sample.in.tube..g.,Est...isotope.samples.in.tube,Powder.complete.date,Post.powder.Powder.tube.weight..g.,Powder.lost..g.,Powder.available.for.isotope.caps..g.,Est.number.of.isotope.caps.possible.from.powder,Cell.well.tray,Mixed.sample..Y.N,Count.of.individuals,Weight.of.individual,Mixed.with.which.tube.,Powder.weight.contributed..mg.,Empty.,Well_Row,Well_Column,Isotope_sample_ID_.year.tray.x.y.,Isotope_sample_complete_date
335,AFBA,110,Big Salmon,Reference,Fish,Autochthonous,2019,8,NO,NA,47.586166,-113.420207,NA,1,1,NA,Fyke,Mountain whitefish,Pelagic forage fish,Mountain whitefish,Prosopium williamsoni,101,8.8,2019-AF,1.5,Ethanol,0.929,GOLF-E-08,-32.03,461.75,8.16,125.53,Fish,0.929,1668438,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,-8.35375,7.34625,1340,393,42,8/19/2019,August,Aug,NA,NA,1,NA,NA,,,,8/26/2019 9:00,60,,,,NA,,,NA,,8/29/2019 10:08,73,,,,NA,,NA,NA,2019-NOV-02-001,N,,,NA,0.929,N,F,3,2019-NOV-02-001-F-3,11/2/2019
336,AFBM,119,Big Salmon,Reference,Fish,Autochthonous,2019,8,NO,NA,47.586166,-113.420207,NA,1,1,NA,Fyke,Longnose sucker,Littoral forage fish,Longnose sucker,Catostomus catostomus,207,99.2,2019-AF,1.5,Ethanol,0.944,OSCAR-E-01,-28.97,453.3,6.27,143.82,Fish,0.944,1669199,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,-5.29375,5.45625,1340,393,42,8/19/2019,August,Aug,NA,NA,1,NA,NA,,,,8/26/2019 9:00,60,,,,NA,,,NA,,8/29/2019 10:08,73,,,,NA,,NA,NA,2019-OCT-26-002,N,,,NA,0.944,N,F,3,2019-OCT-26-002-F-3,10/27/2019
337,AFBN,102,Big Salmon,Reference,Fish,Autochthonous,2019,8,NO,NA,47.586166,-113.420207,NA,1,1,NA,Fyke,Longnose sucker,Littoral forage fish,Longnose sucker,Catostomus catostomus,159,42.8,2019-AF,1.5,Ethanol,0.912,OSCAR-E-02,-23.53,444.12,6.12,140.31,Fish,0.912,1669200,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,0.14625,5.30625,1340,393,42,8/19/2019,August,Aug,NA,NA,1,NA,NA,,,,8/26/2019 9:00,60,,,,NA,,,NA,,8/29/2019 10:08,73,,,,NA,,NA,NA,2019-OCT-26-002,N,,,NA,0.912,N,F,4,2019-OCT-26-002-F-4,10/27/2019
338,AFBQ,103,Big Salmon,Reference,Fish,Autochthonous,2019,8,NO,NA,47.586166,-113.420207,NA,1,1,NA,Fyke,Longnose sucker,Littoral forage fish,Longnose sucker,Catostomus catostomus,149,34.4,2019-AF,1.5,Ethanol,1.027,OSCAR-E-03,-27.42,485.87,6.46,153.23,Fish,1.027,1669201,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,-3.74375,5.64625,1340,393,42,8/19/2019,August,Aug,NA,NA,1,NA,NA,,,,8/26/2019 9:00,60,,,,NA,,,NA,,8/29/2019 10:08,73,,,,NA,,NA,NA,2019-OCT-26-002,N,,,NA,1.027,N,F,5,2019-OCT-26-002-F-5,10/27/2019
339,AFBV,121,Big Salmon,Reference,Invertebrate,Autochthonous,2019,8,YES,1,47.585561,-113.420298,0.5,4,4,Collector-gatherer-shredder-detritivore,D-net,Gammaridae,Littoral forage Invertebrate,Scud,Gammaridae,NA,NA,2019-AF,1.5,Ethanol,0.913,OSCAR-E-07,-22.22,349.79,1.14,85.08,Invertebrate,0.913,1669205,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,1.45625,0.32625,1340,393,42,8/19/2019,August,Aug,NA,0.5,4,NA,NA,,,,8/26/2019 9:00,60,,,,NA,,,NA,,8/29/2019 10:08,73,,,,NA,,NA,NA,2019-OCT-26-002,N,4,1.926,NA,0.913,N,D,10,2019-OCT-26-002-D-10,10/27/2019
340,AFBW,117,Big Salmon,Reference,Invertebrate,Autochthonous,2019,8,YES,1,47.585561,-113.420298,0.5,4,12,Piercer-predator,D-net,Notonectidae,Littoral forage Invertebrate,Backswimmer,Notonectidae,NA,NA,2019-AF,1.5,Ethanol,0.923,GOLF-F-02,-22.69,449.22,0.85,116.03,Invertebrate,0.923,1668444,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,0.98625,0.03625,1340,393,42,8/19/2019,August,Aug,NA,0.5,4,NA,NA,,,,8/26/2019 9:00,60,,,,NA,,,NA,,8/29/2019 10:08,73,,,,NA,,NA,NA,2019-NOV-02-001,N,12,3.499,NA,0.923,N,D,6,2019-NOV-02-001-D-6,11/2/2019
341,AFBX,50,Big Salmon,Reference,Invertebrate,Autochthonous,2019,8,YES,1,47.585561,-113.420298,0.5,12,5,Shredder-gatherer-scraper-detritivore-herbivore,D-net,Limnephilidae,Littoral forage Invertebrate,Northern case maker caddisfly,Limnephilidae,NA,NA,2019-AF,1.5,Ethanol,0.968,GOLF-F-03,-26.06,318.74,-0.67,55.24,Invertebrate,0.968,1668445,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,-2.38375,-1.48375,1340,393,42,8/19/2019,August,Aug,NA,0.5,12,DONE 8/26/19 cw,NA,Removed from case 8/26/19 cw,,,8/26/2019 9:00,60,,,,NA,,,NA,,8/29/2019 10:08,73,,,,NA,,NA,NA,2019-NOV-02-001,N,4,16.949,NA,0.968,N,C,4,2019-NOV-02-001-C-4,11/2/2019
342,AFBY,132,Big Salmon,Reference,Invertebrate,Autochthonous,2019,8,YES,1,47.585561,-113.420298,0.5,5,2,Engulfer-predator-shredder-herbivore-collector-gatherer,D-net,Leptoceridae,Littoral forage Invertebrate,Longhorned case maker caddisfly,Leptoceridae,NA,NA,2019-AF,1.5,Ethanol,1.06,GOLF-G-05,-23.8,414.91,-0.07,92.74,Invertebrate,1.06,1668459,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,-0.12375,-0.88375,1340,393,42,8/19/2019,August,Aug,NA,0.5,5,DONE 8/26/19 cw,NA,Removed from case 8/26/19 cw,,,8/26/2019 9:00,60,,,,NA,,,NA,,8/29/2019 10:08,73,,,,NA,,NA,NA,2019-NOV-02-001,N,2,2.626,NA,1.06,N,B,3,2019-NOV-02-001-B-3,11/2/2019
344,AFBY,51,Big Salmon,Reference,Invertebrate,Autochthonous,2019,8,YES,1,47.585561,-113.420298,0.5,5,2,Engulfer-predator-shredder-herbivore-collector-gatherer,D-net,Leptoceridae,Littoral forage Invertebrate,Longhorned case maker caddisfly,Leptoceridae,NA,NA,2019-AF,1.5,Ethanol,0.989,GOLF-F-04,-25.61,430.75,2.77,88.13,Invertebrate,0.989,1668446,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,-1.93375,1.95625,1340,393,42,8/19/2019,August,Aug,NA,0.5,5,DONE 8/26/19 cw,NA,Removed from case 8/26/19 cw,,,8/26/2019 9:00,60,,,,NA,,,NA,,8/29/2019 10:08,73,,,,NA,,NA,NA,2019-NOV-02-001,N,2,2.626,NA,1.06,N,B,3,2019-NOV-02-001-B-3,11/2/2019
346,AFBZ,53,Big Salmon,Reference,Invertebrate,Autochthonous,2019,8,YES,1,47.585561,-113.420298,1,1,2,Piercer-predator,D-net,Hirudinea,Littoral forage Invertebrate,Leech,Hirudinea,NA,NA,2019-AF,1.5,Ethanol,1.079,GOLF-F-05,-23.16,540.53,7.41,135.44,Invertebrate,1.079,1668447,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,0.51625,6.59625,1340,393,42,8/19/2019,August,Aug,NA,1,1,NA,NA,,,,8/26/2019 9:00,60,,,,NA,,,NA,,8/29/2019 10:08,73,,,,NA,,NA,NA,2019-NOV-02-001,N,1,100.483,NA,1.079,N,A,6,2019-NOV-02-001-A-6,11/2/2019
347,AFCA,118,Big Salmon,Reference,Invertebrate,Autochthonous,2019,8,YES,1,47.585561,-113.420298,1,2,2,Collector-gatherer-engulfer,D-net,Naididae,Littoral forage Invertebrate,Oligochaete worm,Naididae,NA,NA,2019-AF,1.5,Ethanol,0.955,GOLF-F-06,-26.86,414.6,1.54,116.5,Invertebrate,0.955,1668448,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,-3.18375,0.72625,1340,393,42,8/19/2019,August,Aug,NA,1,2,NA,NA,,,,8/26/2019 9:00,60,,,,NA,,,NA,,8/29/2019 10:08,73,,,,NA,,NA,NA,2019-NOV-02-001,N,1,1.365,NA,0.955,Y,C,12,2019-NOV-02-001-C-12,11/2/2019
348,AFCB,94,Big Salmon,Reference,Invertebrate,Autochthonous,2019,8,YES,1,47.585561,-113.420298,1,2,2,Collector-gatherer-filterer,D-net,Ephemerellidae,Littoral forage Invertebrate,Spiny crawler mayfly,Ephemerellidae,NA,NA,2019-AF,1.5,Ethanol,0.923,OSCAR-E-08,-24.78,393.89,0.84,110.57,Invertebrate,0.923,1669206,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,-1.10375,0.02625,1340,393,42,8/19/2019,August,Aug,NA,1,2,NA,NA,,,,8/26/2019 9:00,60,,,,NA,,,NA,,8/29/2019 10:08,73,,,,NA,,NA,NA,2019-OCT-26-002,N,2,2.741,NA,0.923,N,H,7,2019-OCT-26-002-H-7,10/27/2019
349,AFCC,96,Big Salmon,Reference,Invertebrate,Autochthonous,2019,8,YES,1,47.585561,-113.420298,1,2,3,Collector-gatherer-shredder-detritivore,D-net,Gammaridae,Littoral forage Invertebrate,Scud,Gammaridae,NA,NA,2019-AF,1.5,Ethanol,1.007,OSCAR-E-09,-23.19,386.34,1.23,102.28,Invertebrate,1.007,1669207,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,0.48625,0.41625,1340,393,42,8/19/2019,August,Aug,NA,1,2,NA,NA,,,,8/26/2019 9:00,60,,,,NA,,,NA,,8/29/2019 10:08,73,,,,NA,,NA,NA,2019-OCT-26-002,N,3,1.147,NA,1.007,N,D,11,2019-OCT-26-002-D-11,10/27/2019
350,AFCD,68,Big Salmon,Reference,Invertebrate,Autochthonous,2019,8,YES,1,47.585561,-113.420298,1,3,4,Piercer-predator,D-net,Notonectidae,Littoral forage Invertebrate,Backswimmer,Notonectidae,NA,NA,2019-AF,1.5,Ethanol,0.913,GOLF-F-07,-25.28,430.04,0.9,119.43,Invertebrate,0.913,1668449,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,-1.60375,0.08625,1340,393,42,8/19/2019,August,Aug,NA,1,3,NA,NA,,,,8/26/2019 9:00,60,,,,NA,,,NA,,8/29/2019 10:08,73,,,,NA,,NA,NA,2019-NOV-02-001,N,4,1.33,NA,0.913,N,D,7,2019-NOV-02-001-D-7,11/2/2019
351,AFCE,3,Big Salmon,Reference,Invertebrate,Autochthonous,2019,8,YES,1,47.585561,-113.420298,1,4,2,Engulfer-predator,D-net,Lestidae,Littoral forage Invertebrate,Spreadwinged damselfly,Lestidae,NA,NA,2019-AF,1.5,Ethanol,0.901,GOLF-G-01,-26.35,423.89,3.39,120.84,Invertebrate,0.901,1668455,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,-2.67375,2.57625,1340,393,42,8/19/2019,August,Aug,NA,1,4,NA,NA,,,,8/26/2019 9:00,60,,,,NA,,,NA,,8/29/2019 10:08,73,,,,NA,,NA,NA,2019-NOV-02-001,N,,,NA,0.954,Y,B,9,2019-NOV-02-001-B-9,11/2/2019
356,AFCE,4,Big Salmon,Reference,Invertebrate,Autochthonous,2019,8,YES,1,47.585561,-113.420298,1,4,2,Engulfer-predator,D-net,Lestidae,Littoral forage Invertebrate,Spreadwinged damselfly,Lestidae,NA,NA,2019-AF,1.5,Ethanol,0.902,GOLF-F-09,-26.58,417.48,4.01,108.38,Invertebrate,0.902,1668451,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,-2.90375,3.19625,1340,393,42,8/19/2019,August,Aug,NA,1,4,NA,NA,,,,8/26/2019 9:00,60,,,,NA,,,NA,,8/29/2019 10:08,73,,,,NA,,NA,NA,2019-NOV-02-001,N,,,NA,0.954,Y,B,9,2019-NOV-02-001-B-9,11/2/2019
361,AFCE,20,Big Salmon,Reference,Invertebrate,Autochthonous,2019,8,YES,1,47.585561,-113.420298,1,4,2,Engulfer-predator,D-net,Lestidae,Littoral forage Invertebrate,Spreadwinged damselfly,Lestidae,NA,NA,2019-AF,1.5,Ethanol,0.954,GOLF-G-03,-26.34,453.32,3.6,131.02,Invertebrate,0.954,1668457,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,-2.66375,2.78625,1340,393,42,8/19/2019,August,Aug,NA,1,4,NA,NA,,,,8/26/2019 9:00,60,,,,NA,,,NA,,8/29/2019 10:08,73,,,,NA,,NA,NA,2019-NOV-02-001,N,,,NA,0.954,Y,B,9,2019-NOV-02-001-B-9,11/2/2019
366,AFCE,28,Big Salmon,Reference,Invertebrate,Autochthonous,2019,8,YES,1,47.585561,-113.420298,1,4,2,Engulfer-predator,D-net,Lestidae,Littoral forage Invertebrate,Spreadwinged damselfly,Lestidae,NA,NA,2019-AF,1.5,Ethanol,0.983,GOLF-F-08,-26.51,464.79,3.94,120.11,Invertebrate,0.983,1668450,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,-2.83375,3.12625,1340,393,42,8/19/2019,August,Aug,NA,1,4,NA,NA,,,,8/26/2019 9:00,60,,,,NA,,,NA,,8/29/2019 10:08,73,,,,NA,,NA,NA,2019-NOV-02-001,N,,,NA,0.954,Y,B,9,2019-NOV-02-001-B-9,11/2/2019
371,AFCE,35,Big Salmon,Reference,Invertebrate,Autochthonous,2019,8,YES,1,47.585561,-113.420298,1,4,2,Engulfer-predator,D-net,Lestidae,Littoral forage Invertebrate,Spreadwinged damselfly,Lestidae,NA,NA,2019-AF,1.5,Ethanol,0.934,GOLF-F-12,-26.5,435.49,3.57,123.01,Invertebrate,0.934,1668454,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,-2.82375,2.75625,1340,393,42,8/19/2019,August,Aug,NA,1,4,NA,NA,,,,8/26/2019 9:00,60,,,,NA,,,NA,,8/29/2019 10:08,73,,,,NA,,NA,NA,2019-NOV-02-001,N,,,NA,0.954,Y,B,9,2019-NOV-02-001-B-9,11/2/2019
376,AFCF,116,Big Salmon,Reference,Invertebrate,Autochthonous,2019,8,YES,1,47.585561,-113.420298,1.5,2,2,Piercer-predator,D-net,Hirudinea,Littoral forage Invertebrate,Leech,Hirudinea,NA,NA,2019-AF,1.5,Ethanol,1.047,GOLF-G-04,-24.68,504.06,7.09,143.64,Invertebrate,1.047,1668458,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,-1.00375,6.27625,1340,393,42,8/19/2019,August,Aug,NA,1.5,2,NA,NA,,,,8/26/2019 9:00,60,,,,NA,,,NA,,8/29/2019 10:08,73,,,,NA,,NA,NA,2019-NOV-02-001,N,1,8.012,NA,1.047,N,A,7,2019-NOV-02-001-A-7,11/2/2019
377,AFCG,130,Big Salmon,Reference,Invertebrate,Autochthonous,2019,8,YES,1,47.585561,-113.420298,1.5,1,1,Collector-gatherer-scraper,D-net,Chironomidae_r,Littoral forage Invertebrate,Midge,Chironomidae_r,NA,NA,2019-AF,1.5,Ethanol,0.16,OSCAR-E-10,-27.85,63.94,1.72,13.38,Invertebrate,0.16,1669208,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,-4.17375,0.90625,1340,393,42,8/19/2019,August,Aug,NA,1.5,1,NA,NA,Red,,,8/26/2019 9:00,60,,,,NA,,,NA,,8/29/2019 10:08,73,,,,NA,,NA,NA,2019-OCT-26-002,Y,1,0.103,"AFCG, AGCG",0.103,Y,G,3,2019-OCT-26-002-G-3,10/27/2019
378,AFCH,129,Big Salmon,Reference,Invertebrate,Autochthonous,2019,8,YES,1,47.585561,-113.420298,1.5,6,6,Collector-gatherer-shredder-detritivore,D-net,Gammaridae,Littoral forage Invertebrate,Scud,Gammaridae,NA,NA,2019-AF,1.5,Ethanol,0.991,OSCAR-E-11,-23.13,341.8,1.29,90.07,Invertebrate,0.991,1669209,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,0.54625,0.47625,1340,393,42,8/19/2019,August,Aug,NA,1.5,6,NA,NA,,,,8/26/2019 9:00,60,,,,NA,,,NA,,8/29/2019 10:08,73,,,,NA,,NA,NA,2019-OCT-26-002,N,7,2.428,NA,0.991,N,D,12,2019-OCT-26-002-D-12,10/27/2019
379,AFCI,101,Big Salmon,Reference,Invertebrate,Autochthonous,2019,8,YES,1,47.585561,-113.420298,1.5,1,1,Collector-gatherer-filterer,D-net,Ephemerellidae,Littoral forage Invertebrate,Spiny crawler mayfly,Ephemerellidae,NA,NA,2019-AF,1.5,Ethanol,0.957,OSCAR-E-12,-23.49,328.26,0.94,91.66,Invertebrate,0.957,1669210,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,0.18625,0.12625,1340,393,42,8/19/2019,August,Aug,NA,1.5,1,NA,NA,,,,8/26/2019 9:00,60,,,,NA,,,NA,,8/29/2019 10:08,73,,,,NA,,NA,NA,2019-OCT-26-002,N,1,2.455,NA,0.957,N,H,8,2019-OCT-26-002-H-8,10/27/2019
380,AFCK,115,Big Salmon,Reference,Invertebrate,Autochthonous,2019,8,YES,2,47.596063,-113.401724,0.5,1,1,Engulfer-predator-shredder-herbivore-collector-gatherer,D-net,Leptoceridae,Littoral forage Invertebrate,Longhorned case maker caddisfly,Leptoceridae,NA,NA,2019-AF,1.5,Ethanol,0.952,GOLF-G-06,-23.47,446.59,1.43,104.49,Invertebrate,0.952,1668460,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,0.20625,0.61625,1340,393,42,8/19/2019,August,Aug,NA,0.5,1,DONE 8/26/19 cw,NA,Removed from case 8/26/19 cw,,,8/26/2019 9:00,60,,,,NA,,,NA,,8/29/2019 10:08,73,,,,NA,,NA,NA,2019-NOV-02-001,Y,1,0.027,"AFCK, AFCT, AFDE",0.027,Y,A,12,2019-NOV-02-001-A-12,11/2/2019
381,AFCL,105,Big Salmon,Reference,Invertebrate,Autochthonous,2019,8,YES,2,47.596063,-113.401724,0.5,1,1,Shredder-gatherer-scraper-detritivore-herbivore,D-net,Limnephilidae,Littoral forage Invertebrate,Northern case maker caddisfly,Limnephilidae,NA,NA,2019-AF,1.5,Ethanol,0.904,GOLF-G-07,-18.28,405.16,-0.02,83.21,Invertebrate,0.904,1668461,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,5.39625,-0.83375,1340,393,42,8/19/2019,August,Aug,NA,0.5,1,DONE 8/26/19 cw,NA,Removed from case 8/26/19 cw,,,8/26/2019 9:00,60,,,,NA,,,NA,,8/29/2019 10:08,73,,,,NA,,NA,NA,2019-NOV-02-001,N,1,1.5,NA,0.904,N,C,5,2019-NOV-02-001-C-5,11/2/2019
382,AFCN,69,Big Salmon,Reference,Invertebrate,Autochthonous,2019,8,YES,2,47.596063,-113.401724,0.5,7,7,Collector-gatherer-shredder-detritivore,D-net,Gammaridae,Littoral forage Invertebrate,Scud,Gammaridae,NA,NA,2019-AF,1.5,Ethanol,1.084,OSCAR-F-01,-23.48,424.4,1.01,120.3,Invertebrate,1.084,1669211,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,0.19625,0.19625,1340,393,42,8/19/2019,August,Aug,NA,0.5,7,NA,NA,,,,8/26/2019 9:00,60,,,,NA,,,NA,,8/29/2019 10:08,73,,,,NA,,NA,NA,2019-OCT-26-002,N,6,2.74,NA,1.084,N,E,1,2019-OCT-26-002-E-1,10/27/2019
383,AFCP,25,Big Salmon,Reference,Invertebrate,Autochthonous,2019,8,YES,2,47.596063,-113.401724,0.5,15,15,Piercer-predator,D-net,Notonectidae,Littoral forage Invertebrate,Backswimmer,Notonectidae,NA,NA,2019-AF,1.5,Ethanol,0.945,GOLF-G-08,-20.61,448.38,1.29,118.12,Invertebrate,0.945,1668462,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,3.06625,0.47625,1340,393,42,8/19/2019,August,Aug,NA,0.5,15,NA,NA,,,,8/26/2019 9:00,60,,,,NA,,,NA,,8/29/2019 10:08,73,,,,NA,,NA,NA,2019-NOV-02-001,N,6,2.631,NA,0.945,N,D,8,2019-NOV-02-001-D-8,11/2/2019
384,AFCQ,40,Big Salmon,Reference,Invertebrate,Autochthonous,2019,8,YES,2,47.596063,-113.401724,0.5,1,1,Piercer-predator,D-net,Ptychopteridae,Littoral forage Invertebrate,Phantom cranefly,Ptychopteridae,NA,NA,2019-AF,1.5,Ethanol,0.995,GOLF-G-09,-25.82,468.18,3.27,116.52,Invertebrate,0.995,1668463,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,-2.14375,2.45625,1340,393,42,8/19/2019,August,Aug,NA,0.5,1,NA,NA,,,,8/26/2019 9:00,60,,,,NA,,,NA,,8/29/2019 10:08,73,,,,NA,,NA,NA,2019-NOV-02-001,Y,1,0.401,"AFCQ, AGAP, AGBB, AGBV",0.401,Y,F,9,2019-NOV-02-001-F-9,11/2/2019
385,AFCR,73,Big Salmon,Reference,Invertebrate,Autochthonous,2019,8,YES,2,47.596063,-113.401724,0.5,1,1,Collector-gatherer-filterer-scraper,D-net,Baetidae,Littoral forage Invertebrate,Small minnow mayfly,Baetidae,NA,NA,2019-AF,1.5,Ethanol,0.913,OSCAR-F-02,-26.81,460.36,1.04,106.02,Invertebrate,0.913,1669212,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,-3.13375,0.22625,1340,393,42,8/19/2019,August,Aug,NA,0.5,1,NA,NA,,,,8/26/2019 9:00,60,,,,NA,,,NA,,8/29/2019 10:08,73,,,,NA,,NA,NA,2019-OCT-26-002,Y,1,0.117,"AFCR, AGDQ",0.117,Y,E,4,2019-OCT-26-002-E-4,10/27/2019
386,AFCS,8,Big Salmon,Reference,Invertebrate,Autochthonous,2019,8,YES,2,47.596063,-113.401724,1,1,1,Shredder-gatherer-scraper-detritivore-herbivore,D-net,Limnephilidae,Littoral forage Invertebrate,Northern case maker caddisfly,Limnephilidae,NA,NA,2019-AF,1.5,Ethanol,1.034,GOLF-G-10,-19.9,464.35,0.73,80.33,Invertebrate,1.034,1668464,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,3.77625,-0.08375,1340,393,42,8/19/2019,August,Aug,NA,1,1,DONE 8/26/19 cw,NA,Removed from case 8/26/19 cw,,,8/26/2019 9:00,60,,,,NA,,,NA,,8/29/2019 10:08,73,,,,NA,,NA,NA,2019-NOV-02-001,N,1,2.767,NA,1.034,N,C,6,2019-NOV-02-001-C-6,11/2/2019
387,AFCU,74,Big Salmon,Reference,Invertebrate,Autochthonous,2019,8,YES,2,47.596063,-113.401724,1,1,1,Collector-gatherer-filterer,D-net,Ephemerellidae,Littoral forage Invertebrate,Spiny crawler mayfly,Ephemerellidae,NA,NA,2019-AF,1.5,Ethanol,0.963,OSCAR-F-03,-20.06,452.67,0.12,104.72,Invertebrate,0.963,1669213,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,3.61625,-0.69375,1340,393,42,8/19/2019,August,Aug,NA,1,1,NA,NA,,,,8/26/2019 9:00,60,,,,NA,,,NA,,8/29/2019 10:08,73,,,,NA,,NA,NA,2019-OCT-26-002,N,1,4.097,NA,0.963,N,H,9,2019-OCT-26-002-H-9,10/27/2019
388,AFCV,128,Big Salmon,Reference,Invertebrate,Autochthonous,2019,8,YES,2,47.596063,-113.401724,1,1,1,Collector-gatherer-filterer-scraper,D-net,Baetidae,Littoral forage Invertebrate,Small minnow mayfly,Baetidae,NA,NA,2019-AF,1.5,Ethanol,0.946,OSCAR-F-04,-26.41,466.32,1.3,118.67,Invertebrate,0.946,1669214,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,-2.73375,0.48625,1340,393,42,8/19/2019,August,Aug,NA,1,1,NA,NA,,,,8/26/2019 9:00,60,,,,NA,,,NA,,8/29/2019 10:08,73,,,,NA,,NA,NA,2019-OCT-26-002,Y,1,0.205,"AFCV, AGDQ (.741)",0.205,Y,E,6,2019-OCT-26-002-E-6,10/27/2019
389,AFCW,126,Big Salmon,Reference,Invertebrate,Autochthonous,2019,8,YES,2,47.596063,-113.401724,1,6,6,Piercer-predator,D-net,Elmidae,Littoral forage Invertebrate,Riffle beetle adult,Elmidae,NA,NA,2019-AF,1.5,Ethanol,1.034,OSCAR-F-05,-25.15,514.05,-0.34,118.63,Invertebrate,1.034,1669215,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,-1.47375,-1.15375,1340,393,42,8/19/2019,August,Aug,NA,1,6,NA,NA,Adult,,,8/26/2019 9:00,60,,,,NA,,,NA,,8/29/2019 10:08,73,,,,NA,,NA,NA,2019-OCT-26-002,N,6,2.276,NA,1.034,N,G,11,2019-OCT-26-002-G-11,10/27/2019
390,AFCX,107,Big Salmon,Reference,Invertebrate,Autochthonous,2019,8,YES,2,47.596063,-113.401724,1,1,1,Piercer-predator,D-net,Dytiscidae,Littoral forage Invertebrate,Predaceous diving beetle larvae,Dytiscidae,NA,NA,2019-AF,1.5,Ethanol,0.275,OSCAR-F-06,-19.59,128.63,1.7,35.75,Invertebrate,0.275,1669216,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,4.08625,0.88625,1340,393,42,8/19/2019,August,Aug,NA,1,1,NA,NA,Larvae,,,8/26/2019 9:00,60,,,,NA,,,NA,,8/29/2019 10:08,73,,,,NA,,NA,NA,2019-OCT-26-002,Y,1,0.113,"AFCX, AGBD",0.113,Y,G,10,2019-OCT-26-002-G-10,10/27/2019
